papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
PNVL4,18.62,25.87,2.34,0.601,0.0,0.874,3.7,17.51,-47.37,22.82,10.08,0.034300000000000004,0.0232,0.071,0.0904,1.64,0.0,1196820000.0,0.93,0.1492
POMO3,4.84,6.21,1.54,0.823,0.1016,0.686,2.23,6.11,16.77,7.39,6.32,0.13470000000000001,0.1333,0.1539,0.2484,2.08,1934650.0,3566490000.0,0.74,0.1528
POMO4,6.3,8.08,2.01,1.071,0.078,0.892,2.91,7.95,21.83,9.24,7.9,0.13470000000000001,0.1333,0.1539,0.2484,2.08,48466100.0,3566490000.0,0.74,0.1528
POPR4,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866,0.0565,0.1525,0.1993,1.08,0.0,545803000.0,0.82,0.3093
PORP4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208,0.0,0.0,22399000.0,0.0,0.1366
PORT3,15.06,15.74,2.7,2.653,0.053099999999999994,1.115,51.82,9.89,-2.69,13.41,9.38,0.2683,0.17010000000000003,0.12300000000000001,0.1714,1.14,14977500.0,2454870000.0,1.1,-0.0323
POSI3,8.97,4.2,0.77,0.302,0.0466,0.287,0.76,3.2,2.04,5.13,4.49,0.0943,0.0727,0.12359999999999999,0.184,1.96,13721100.0,1648030000.0,0.84,0.2445
POWE3,10.9,23.92,0.99,0.618,0.0,0.378,6.57,17.61,-3.01,10.63,10.01,0.0351,0.0259,0.0354,0.041299999999999996,1.13,0.0,988330000.0,0.04,0.0
PQUN3,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,0.027999999999999997,0.0052,0.0302,0.0181,1.61,0.0,858692000.0,2.28,0.0519
PRBC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233510000.0,0.0,-0.059000000000000004
PRBC4,14.54,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233510000.0,0.0,-0.059000000000000004
PRGA4,75.0,-257.76,8.29,2.345,0.0,2.204,17.94,59.24,-8.23,63.85,25.1,0.039599999999999996,-0.004699999999999999,0.0622,-0.0321,1.37,0.0,15228100000.0,1.3,0.1217
PRIO3,39.92,7.03,2.31,2.898,0.0018,1.157,11.28,4.99,-4.14,5.98,4.21,0.5803,0.41200000000000003,0.2731,0.3289,1.87,442444000.0,15396500000.0,0.72,0.6668999999999999
PRML3,11.52,-4.41,1.98,18.612,0.0,0.581,23.0,-30.33,-0.93,-63.15,1640.31,-0.6136,-4.2499,-0.0196,-0.4484,2.02,0.0,2192720000.0,2.18,0.3285
PRNR3,11.01,62.72,1.65,0.504,0.0066,0.59,2.52,6.65,-6.15,8.91,5.82,0.0757,0.018600000000000002,0.1162,0.0264,1.79,5169500.0,311022000.0,1.16,0.4233
PRTX3,2.77,-32.27,-145.32,297.651,0.0,1.4,-2.57,-97.11,-1.43,-128.99,37.19,-3.065,-9.2247,-0.015,4.5037,0.05,0.0,-18917000.0,-49.85,3.0795999999999997
PRVI3,10.54,-11.74,1.61,0.919,0.0,0.565,-250.86,9.71,-1.48,9.87,6.39,0.0946,-0.0783,0.061500000000000006,-0.1371,0.99,0.0,525170000.0,0.1,0.16190000000000002
PSSA3,29.92,7.51,1.55,0.578,0.0603,0.433,5.55,0.7,-3.64,0.27,0.27,0.8244,0.0783,0.8427,0.2059,1.15,64832900.0,12505000000.0,0.0,0.1804
PTBL3,4.12,-14.25,1.57,0.261,0.0,0.179,6.05,5.87,-0.35,15.68,6.2,0.0444,-0.0183,0.040999999999999995,-0.10980000000000001,1.08,3827750.0,371111000.0,3.49,0.1861
PTBL4,2.59,-8.96,0.98,0.164,0.0,0.112,3.81,3.69,-0.22,13.5,5.34,0.0444,-0.0183,0.040999999999999995,-0.10980000000000001,1.08,0.0,371111000.0,3.49,0.1861
PTIP3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.23129999999999998,-1.2174,0.7,0.0,-155957000.0,-9.02,0.6211
PTIP4,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.23129999999999998,-1.2174,0.7,0.0,-155957000.0,-9.02,0.6211
PTNT3,10.0,21.75,1.24,0.643,0.0212,0.568,1.85,13.79,8.63,16.88,8.85,0.0466,0.058899999999999994,0.0558,0.057,2.5,8510.77,387672000.0,0.66,0.095
PTNT4,6.49,14.11,0.8,0.417,0.0327,0.368,1.2,8.95,5.6,12.04,6.31,0.0466,0.058899999999999994,0.0558,0.057,2.5,31573.7,387672000.0,0.66,0.095
PTPA3,76.5,3.69,1.14,0.505,0.0,0.375,2.28,3.63,-1.27,7.06,5.33,0.1393,0.1369,0.13269999999999998,0.3085,1.79,0.0,1201690000.0,1.59,0.1808
PTPA4,80.0,3.86,1.19,0.528,0.0,0.392,2.38,3.79,-1.33,7.23,5.45,0.1393,0.1369,0.13269999999999998,0.3085,1.79,0.0,1201690000.0,1.59,0.1808
PTQS4,189.46,43.43,2.19,4.717,0.0,1.577,9.89,-7214.41,-35.73,-7466.35,-7466.35,-0.0007000000000000001,0.1137,-0.0002,0.0504,3.32,0.0,1714950000.0,0.24,0.5613
QUAL3,1.67,-5.77,0.37,0.28,0.0,0.104,1.14,1.06,-0.32,3.7,1.8,0.26289999999999997,-0.044800000000000006,0.1452,-0.0638,1.31,9199450.0,1288520000.0,1.79,-0.0429
RADL3,25.32,41.41,7.16,1.238,0.012,2.106,11.94,20.59,-17.55,21.74,12.04,0.0601,0.0308,0.1442,0.17300000000000001,1.43,167357000.0,6071650000.0,0.47,0.18059999999999998
RAIA3,30.5,41.22,2.98,0.897,0.0,1.777,4.31,18.18,5.06,16.73,16.73,0.0493,0.0218,0.17800000000000002,0.0722,2.2,0.0,635785000.0,0.12,0.0
RAIL3,19.8,36.17,2.29,3.139,0.004699999999999999,0.728,5.93,9.21,-1.63,12.31,7.86,0.3407,0.08710000000000001,0.0946,0.0633,2.13,230189000.0,16050700000.0,1.24,0.1481
RAIZ4,2.7,53.68,1.31,0.127,0.0717,0.218,5.57,4.15,-0.56,8.96,3.78,0.0305,0.0028000000000000004,0.0753,0.024399999999999998,1.1,48313700.0,21379400000.0,2.21,0.29350000000000004
RANI3,8.29,5.83,1.51,1.266,0.0902,0.571,2.36,4.91,-1.97,7.41,5.6,0.2579,0.21710000000000002,0.14730000000000001,0.2584,3.71,7128000.0,1320340000.0,1.23,0.1604
RANI4,5.5,3.87,1.0,0.84,0.0,0.379,1.57,3.26,-1.31,5.76,4.35,0.2579,0.21710000000000002,0.14730000000000001,0.2584,3.71,0.0,1320340000.0,1.23,0.1604
RAPT3,8.1,7.81,0.93,0.248,0.0718,0.197,0.71,2.07,-1.83,4.41,3.58,0.12,0.0591,0.1364,0.11869999999999999,1.89,437878.0,2875310000.0,2.09,0.23399999999999999
RAPT4,9.35,9.02,1.07,0.286,0.0622,0.227,0.82,2.38,-2.11,4.73,3.84,0.12,0.0591,0.1364,0.11869999999999999,1.89,28203800.0,2875310000.0,2.09,0.23399999999999999
RCSL3,4.27,-18.7,561.49,2.84,0.0,2.22,19.07,-41.36,-4.19,-41.36,-70.59,-0.06860000000000001,-0.1519,-0.057300000000000004,-30.0248,1.33,2628380.0,242000.0,0.0,0.2801
RCSL4,1.16,-5.08,152.54,0.771,0.0,0.603,5.18,-11.24,-1.14,-11.24,-19.17,-0.06860000000000001,-0.1519,-0.057300000000000004,-30.0248,1.33,606052.0,242000.0,0.0,0.2801
RCTB31,41.0,-0.02,0.0,0.009,0.0,0.001,0.0,-0.01,0.0,3.4,13.89,-0.8604,-0.5754,-0.1331,-0.17059999999999997,4.81,0.0,1343740000.0,0.07,0.1558
RCTB33,57.0,-0.02,0.0,0.012,0.0,0.001,0.0,-0.01,0.0,3.4,13.87,-0.8604,-0.5754,-0.1331,-0.17059999999999997,4.81,0.0,1343740000.0,0.07,0.1558
RCTB41,33.51,-0.01,0.0,0.007,0.0,0.001,0.0,-0.01,0.0,3.41,13.9,-0.8604,-0.5754,-0.1331,-0.17059999999999997,4.81,0.0,1343740000.0,0.07,0.1558
RCTB42,20.0,-0.01,0.0,0.004,0.0,0.0,0.0,-0.01,0.0,3.41,13.91,-0.8604,-0.5754,-0.1331,-0.17059999999999997,4.81,0.0,1343740000.0,0.07,0.1558
RDCD3,35.16,15.07,14.74,7.936,0.0,0.925,21.14,13.4,22.7,14.25,14.26,0.5922999999999999,0.5265,0.0697,0.9778,1.05,0.0,1605520000.0,1.04,0.1216
RDNI3,3.35,-0.6,0.41,0.351,0.0,0.083,0.45,-1.55,-0.24,-7.22,-7.63,-0.22719999999999999,-0.5925,-0.0572,-0.685,1.73,31384.2,358957000.0,1.73,0.1418
RDOR3,26.91,24.19,2.66,1.298,0.0187,0.676,2.15,9.35,-2.66,9.76,7.95,0.1389,0.0555,0.11259999999999999,0.1099,2.95,233839000.0,23165100000.0,1.46,0.36700000000000005
RDTR3,6.3,8.11,1.37,0.0,0.0,1.32,0.0,-1919.75,0.0,-1897.05,-219.41,0.0,0.0,0.0,0.16949999999999998,0.0,0.0,497092000.0,0.0,0.0
RECV3,19.06,9.03,1.2,1.969,0.1051,0.812,101.74,8.24,-5.46,8.51,4.35,0.239,0.2181,0.11349999999999999,0.1332,1.05,61144300.0,4651430000.0,0.19,0.37670000000000003
REDE3,6.7,7.6,3.47,0.841,0.0874,0.498,13.24,3.08,-1.0,5.24,4.46,0.2725,0.1528,0.18899999999999997,0.4571,1.15,12970.1,4069810000.0,3.12,0.11220000000000001
REDE4,2.9,3.29,1.5,0.364,0.0,0.216,5.73,1.34,-0.43,3.49,2.97,0.2725,0.1528,0.18899999999999997,0.4571,1.15,0.0,4069810000.0,3.12,0.11220000000000001
REEM4,4.63,-0.48,-0.08,0.197,0.0,0.137,-0.14,-4.33,-0.07,-3.84,-6.01,-0.0454,-0.4065,0.0461,0.1578,0.45,0.0,-372708000.0,0.0,-0.1359
RENT3,42.75,22.72,1.76,1.49,0.0353,0.573,18.73,7.48,-1.28,12.61,7.13,0.1991,0.0655,0.0969,0.0776,1.16,469181000.0,26001000000.0,1.61,0.3358
REPA3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,0.0518,0.012199999999999999,0.0405,0.0191,1.99,0.0,378378000.0,0.42,0.0109
REPA4,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,0.0518,0.012199999999999999,0.0405,0.0191,1.99,0.0,378378000.0,0.42,0.0109
RGEG3,3.0,13.42,1.6,0.77,0.0,0.609,-98.28,6.23,-1.76,10.04,11.7,0.12359999999999999,0.0574,0.11689999999999999,0.11900000000000001,0.98,0.0,1915180000.0,1.15,0.1009
RHDS3,0.11,39.98,3.24,0.548,0.0,0.79,-65.29,7.49,-2.7,10.7,8.06,0.0731,0.011699999999999999,0.11800000000000001,0.0812,0.97,0.0,272045000.0,1.49,0.0438
RHDS4,1.0,363.45,29.5,4.977,0.0,7.182,-593.56,68.11,-24.55,71.32,53.72,0.0731,0.011699999999999999,0.11800000000000001,0.0812,0.97,0.0,272045000.0,1.49,0.0438
RIPI3,48.01,11.23,-28.94,-7.449,0.0,7.092,-59.55,-8.79,-16.76,-9.31,-9.31,0.847,-0.6631,-0.991,-2.5761000000000003,0.87,0.0,-49103000.0,-2.44,0.0582
RIPI4,48.5,11.35,-29.24,-7.525,0.0,7.164,-60.16,-8.88,-16.93,-9.4,-9.4,0.847,-0.6631,-0.991,-2.5761000000000003,0.87,0.0,-49103000.0,-2.44,0.0582
RJCP3,0.01,-224.7,0.65,0.0,0.0,0.619,0.0,-522.94,0.0,-523.96,-917.32,0.0,0.0,0.0,-0.0029,0.0,0.0,17287200.0,0.0,0.0
RLOG3,23.08,82.76,4.26,1.534,0.0,0.229,1.49,5.32,-0.5,12.43,6.68,0.28850000000000003,0.0707,0.0536,0.051500000000000004,2.64,0.0,2507240000.0,9.08,0.0876
RNEW11,2.98,-9.28,0.28,1.213,0.0,0.084,-0.68,2.65,-0.13,14.23,6.91,0.45770000000000005,-0.1307,0.0326,-0.030699999999999998,0.23,20192.7,871104000.0,1.27,0.48100000000000004
RNEW3,0.98,-9.15,0.28,1.196,0.0,0.083,-0.67,2.61,-0.12,14.2,6.89,0.45770000000000005,-0.1307,0.0326,-0.030699999999999998,0.23,52077.9,871104000.0,1.27,0.48100000000000004
RNEW4,0.99,-9.25,0.28,1.209,0.0,0.084,-0.67,2.64,-0.13,14.22,6.9,0.45770000000000005,-0.1307,0.0326,-0.030699999999999998,0.23,122685.0,871104000.0,1.27,0.48100000000000004
RNPT3,31.87,5.75,0.39,0.468,0.0,0.38,57.12,56.21,57.12,56.15,56.15,0.0083,0.08130000000000001,0.0068000000000000005,0.0672,1.38,0.0,63944000.0,0.0,0.048499999999999995
RNPT4,31.81,5.74,0.39,0.467,0.0,0.379,57.01,56.1,57.01,56.05,56.05,0.0083,0.08130000000000001,0.0068000000000000005,0.0672,1.38,0.0,63944000.0,0.0,0.048499999999999995
ROMI3,10.11,6.45,0.8,0.801,0.0682,0.417,1.22,10.66,3.08,15.54,9.54,0.0751,0.1246,0.0471,0.124,2.25,2682600.0,1177370000.0,0.62,0.1235
ROMI4,185.0,118.09,14.64,14.65,0.0,7.628,22.34,195.06,56.34,199.93,122.79,0.0751,0.1246,0.0471,0.124,2.25,0.0,1177370000.0,0.62,0.1235
RPAD3,8.62,44.88,0.67,0.0,0.0,0.669,14.22,-134.95,14.24,-125.07,-125.07,0.0,0.0,-0.0052,0.015,14.69,410521.0,1087490000.0,0.0,-0.9037000000000001
RPAD5,8.65,45.04,0.67,0.0,0.0705,0.671,14.27,-135.42,14.29,-125.54,-125.54,0.0,0.0,-0.0052,0.015,14.69,1231460.0,1087490000.0,0.0,-0.9037000000000001
RPAD6,8.66,45.09,0.67,0.0,0.0,0.672,14.28,-135.58,14.31,-125.7,-125.7,0.0,0.0,-0.0052,0.015,14.69,1587100.0,1087490000.0,0.0,-0.9037000000000001
RPMG3,2.25,-0.18,-0.03,0.031,0.0,0.026,-0.03,-0.15,-0.03,-0.15,-0.15,-0.2057,-0.1672,-0.175,0.1632,0.55,136708.0,-5058390000.0,0.0,0.5132
RPMG4,0.26,-0.02,0.0,0.004,0.0,0.003,0.0,-0.02,0.0,-0.02,-0.02,-0.2057,-0.1672,-0.175,0.1632,0.55,0.0,-5058390000.0,0.0,0.5132
RPSA4,4.9,27.33,1.55,5.697,0.0,0.805,5.09,107.53,-4.5,137.55,137.55,0.053,0.20850000000000002,0.0085,0.056900000000000006,2.09,0.0,1167980000.0,0.61,-0.1423
RRRP3,26.26,40.23,1.2,0.895,0.0147,0.312,8.44,3.64,-0.56,8.57,5.97,0.2459,0.0254,0.0964,0.0297,1.27,161833000.0,5278920000.0,1.81,1.6963
RSID3,5.25,0.38,-0.12,2.308,0.0,0.193,-0.2,-3.27,-0.09,-12.44,-12.65,-0.7066,6.1403,-0.0637,-0.3175,0.37,458471.0,-878136000.0,-0.37,-0.0882
RSIP3,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,0.0917,0.0385,0.05,0.057999999999999996,0.9,0.0,66914000.0,1.4,0.15130000000000002
RSUL4,68.14,7.53,2.02,1.182,0.031200000000000002,1.065,3.53,4.7,14.43,4.04,3.76,0.2515,0.157,0.3015,0.26890000000000003,2.23,80826.3,204347000.0,0.06,0.22210000000000002
SALM3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.10220000000000001,0.041299999999999996,0.25780000000000003,0.1953,1.31,0.0,475600000.0,0.8,0.24530000000000002
SALM4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.10220000000000001,0.041299999999999996,0.25780000000000003,0.1953,1.31,0.0,475600000.0,0.8,0.24530000000000002
SANB11,27.28,10.43,1.18,0.0,0.0591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,139125000.0,86735700000.0,0.0,-0.0199
SANB3,12.88,9.85,1.11,0.0,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,1871210.0,86735700000.0,0.0,-0.0199
SANB4,14.4,11.01,1.24,0.0,0.058600000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,2280400.0,86735700000.0,0.0,-0.0199
SAPR11,27.2,5.26,0.81,1.258,0.0557,0.415,5.95,3.03,-1.32,4.68,3.95,0.4154,0.2391,0.15439999999999998,0.15439999999999998,1.66,24620400.0,10123600000.0,0.63,0.07980000000000001
SAPR3,5.14,4.97,0.77,1.188,0.0546,0.392,5.62,2.86,-1.25,4.51,3.81,0.4154,0.2391,0.15439999999999998,0.15439999999999998,1.66,1170220.0,10123600000.0,0.63,0.07980000000000001
SAPR4,5.48,5.3,0.82,1.267,0.056299999999999996,0.418,5.99,3.05,-1.33,4.7,3.97,0.4154,0.2391,0.15439999999999998,0.15439999999999998,1.66,8205380.0,10123600000.0,0.63,0.07980000000000001
SASG3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBFG3,12.22,14.5,1.14,0.425,0.014199999999999999,0.376,1.59,5.58,-2.41,10.04,5.61,0.0762,0.029300000000000003,0.0812,0.0789,1.84,21830500.0,2604860000.0,1.09,0.33640000000000003
SBSP3,74.25,14.1,1.65,1.92,0.0194,0.78,25.86,7.74,-2.14,10.15,7.03,0.2482,0.1362,0.1124,0.1173,1.23,286859000.0,30680700000.0,0.72,0.1017
SCAR3,23.39,4.82,0.8,1.039,0.0745,0.394,2.68,2.65,-1.6,4.9,4.48,0.39280000000000004,0.2138,0.1638,0.16519999999999999,2.38,316283.0,1695040000.0,0.87,0.3329
SCAR4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.06,0.39280000000000004,0.2138,0.1638,0.16519999999999999,2.38,0.0,1695040000.0,0.87,0.3329
SCLO3,14.1,0.0,-103.18,0.0,0.0,158.952,-76.71,0.0,-76.04,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,-131192.0,-0.21,-0.7391
SCLO4,0.41,0.0,-3.0,0.0,0.0,4.622,-2.23,0.0,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,-131192.0,-0.21,-0.7391
SDIA3,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,0.0416,-0.2509,0.058899999999999994,-5.9066,0.78,0.0,459230000.0,17.27,0.13419999999999999
SEBB11,23.27,28.01,6.44,2.214,0.0,5.279,24.65,23.96,28.94,23.73,23.73,0.0924,0.07400000000000001,0.2415,0.23010000000000003,2.44,0.0,145783000.0,0.01,0.5004
SEBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0924,0.07400000000000001,0.2415,0.23010000000000003,2.44,0.0,145783000.0,0.01,0.5004
SEDU3,23.8,-13.36,15.0,3.443,0.0,1.531,57.9,-22.47,-2.67,-28.68,-69.64,-0.1533,-0.25730000000000003,-0.0815,-1.1229,1.09,0.0,415869000.0,4.67,0.10869999999999999
SEER3,4.77,-35.66,0.52,0.331,0.0,0.182,12.12,2.44,-0.43,4.81,2.55,0.1358,-0.009300000000000001,0.0812,-0.0144,1.07,3833320.0,1191960000.0,0.69,0.11230000000000001
SEMP3,16.86,-8.12,1.36,15.081,0.0,1.201,15.67,-4.42,15.67,-4.07,-4.07,-3.4098,-1.8581999999999999,-0.30210000000000004,-0.1681,1.64,0.0,118441000.0,0.0,-0.10369999999999999
SEQL3,6.9,-0.16,1.15,0.181,0.0,0.086,-0.29,-0.21,-0.12,-1.29,-1.68,-0.8587,-1.104,-0.4598,-6.9937000000000005,0.42,3291130.0,117566000.0,6.1,0.1369
SFSA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,739524000.0,0.0,0.0015
SFSA4,4.4,13.1,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,739524000.0,0.0,0.0015
SGEN3,5.0,0.0,0.77,593.76,0.0,0.493,-8.34,-31.73,-2.01,-32.42,-32.42,-18.7117,0.0,-0.0159,0.0,0.65,0.0,156981000.0,0.02,-0.5985
SGEN4,0.6,0.0,0.09,71.251,0.0,0.059,-1.0,-3.81,-0.24,-4.5,-4.5,-18.7117,0.0,-0.0159,0.0,0.65,0.0,156981000.0,0.02,-0.5985
SGPS3,0.39,-0.03,0.12,0.019,0.0,0.008,-0.02,-0.05,-0.01,-2.1,-2.73,-0.42310000000000003,-0.7723,-0.2014,-4.7013,0.45,192936.0,165504000.0,6.43,-0.0131
SHOW3,1.7,2.71,0.65,0.233,0.0,0.266,3.09,1.9,-2.99,1.26,1.17,0.1229,0.0834,0.24050000000000002,0.23800000000000002,1.21,431957.0,177435000.0,0.32,0.5851
SHUL4,5.94,8.09,1.61,1.123,0.050499999999999996,0.878,2.09,9.45,4.23,8.67,6.72,0.1189,0.1388,0.1518,0.1989,2.74,3256960.0,1319420000.0,0.47,0.1916
SIMH3,5.8,-9.84,1.57,0.151,0.0,0.067,0.63,0.99,-0.12,8.19,4.99,0.1522,-0.019,0.0915,-0.15990000000000001,1.47,30069300.0,3216880000.0,15.31,0.5139
SJOS3,1.19,1.86,-0.09,411.923,0.0,5.248,-0.09,-8.02,-0.09,-20.78,-20.78,-51.3846,221.89700000000002,0.0479,-0.0478,0.02,0.0,-181025000.0,-0.15,-0.7331
SJOS4,0.09,0.14,-0.01,31.154,0.0,0.397,-0.01,-0.61,-0.01,-13.37,-13.37,-51.3846,221.89700000000002,0.0479,-0.0478,0.02,0.0,-181025000.0,-0.15,-0.7331
SLCE3,17.25,13.19,1.55,0.951,0.0513,0.496,2.57,5.29,-2.76,7.45,6.42,0.1796,0.0736,0.1133,0.1173,1.67,45453500.0,4943790000.0,1.01,0.29059999999999997
SLCP3,610.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLED3,3.21,0.45,-0.08,0.416,0.0,0.48,-0.2,-0.44,-0.07,-0.96,-1.18,-0.9381,0.9272,-22.5994,-0.1807,0.12,0.0,-381277000.0,-0.09,-0.4869
SLED4,1.6,0.22,-0.04,0.207,0.0,0.239,-0.1,-0.22,-0.04,-0.74,-0.9,-0.9381,0.9272,-22.5994,-0.1807,0.12,0.0,-381277000.0,-0.09,-0.4869
SMFT3,22.6,12.65,2.51,2.929,0.020099999999999996,0.898,13.1,13.74,-2.13,15.54,6.88,0.2133,0.2332,0.0799,0.19870000000000002,1.45,53616600.0,5269760000.0,0.77,0.20129999999999998
SMLE3,92.82,18.88,21.91,6.635,0.0,6.477,-124.0,16.5,-42.31,16.32,13.2,0.4022,0.3514,0.4617,1.1604,0.91,0.0,524731000.0,0.0,0.36829999999999996
SMLS3,22.4,10.78,4.09,4.212,0.0,1.017,18.78,10.37,-6.72,10.13,9.06,0.40619999999999995,0.3907,0.1069,0.3796,1.1,0.0,679678000.0,0.0,-0.222
SMTO3,28.25,9.78,1.51,1.557,0.0449,0.502,2.53,7.72,-1.45,13.97,5.37,0.2016,0.1593,0.0717,0.1545,2.6,52189700.0,6479560000.0,1.47,0.1568
SNSY5,5.73,-0.31,-0.02,0.049,0.0,0.084,5.17,1.02,-0.02,4.53,3.35,0.0483,-0.1611,0.0925,0.0713,1.03,27659.6,-1984040000.0,-0.08,0.1894
SOJA3,15.0,6.45,2.02,0.999,0.0546,0.771,2.26,7.7,3.08,8.1,7.6,0.1297,0.1804,0.16,0.3125,1.97,8643750.0,1007310000.0,0.81,0.5145000000000001
SOMA3,6.0,-2.84,0.81,0.876,0.0,0.491,2.03,7.53,20.07,9.32,6.18,0.11630000000000001,-0.3081,0.0781,-0.2852,2.36,84122400.0,5809620000.0,0.33,0.5893999999999999
SOND3,46.01,22.09,1.95,0.689,0.09970000000000001,1.172,3.2,4.71,4.68,3.49,2.98,0.1464,0.0317,0.3675,0.0883,2.29,0.0,58004000.0,0.0,0.3094
SOND5,60.0,28.8,2.54,0.898,0.08410000000000001,1.528,4.17,6.14,6.1,4.92,4.21,0.1464,0.0317,0.3675,0.0883,2.29,520.84,58004000.0,0.0,0.3094
SOND6,55.0,26.4,2.33,0.823,0.0917,1.401,3.82,5.63,5.59,4.41,3.77,0.1464,0.0317,0.3675,0.0883,2.29,1099.95,58004000.0,0.0,0.3094
SPRI3,10.51,-1.61,1.19,0.0,0.0,1.143,2.23,-3.07,2.36,-2.72,-2.74,0.0,0.0,-0.4286,-0.7382,66.47,0.0,22420000.0,0.0,-0.0733
SPRI5,8.52,-1.3,0.96,0.0,0.0,0.927,1.81,-2.49,1.91,-2.14,-2.15,0.0,0.0,-0.4286,-0.7382,66.47,0.0,22420000.0,0.0,-0.0733
SPRI6,11.0,-1.68,1.24,0.0,0.0,1.196,2.33,-3.21,2.47,-2.86,-2.88,0.0,0.0,-0.4286,-0.7382,66.47,0.0,22420000.0,0.0,-0.0733
SQIA3,27.37,-110.33,3.7,3.592,0.0,1.49,25.87,62.33,-3.84,67.32,18.5,0.0576,-0.0288,0.0281,-0.0335,1.43,0.0,650717000.0,0.65,0.4632
SRNA3,8.7,19.19,1.01,1.724,0.0,0.285,-14.22,6.03,-0.47,17.3,10.91,0.2859,0.0897,0.0512,0.0527,0.85,20088900.0,5362680000.0,2.11,0.2638
STBP11,14.4,4.11,1.12,1.058,0.0,0.509,-35.39,2.65,-1.35,2.75,2.22,0.39840000000000003,0.2576,0.2175,0.2733,0.92,0.0,2218490000.0,0.24,0.272
STBP3,11.95,17.03,4.65,4.388,0.0555,2.113,-146.86,11.02,-5.59,11.11,8.95,0.39840000000000003,0.2576,0.2175,0.2733,0.92,67256300.0,2218490000.0,0.24,0.272
STRP4,0.21,-2.85,-0.43,0.416,0.0,0.111,-0.18,-0.45,-0.09,-1.15,-1.15,-0.9181999999999999,-0.1458,-0.25489999999999996,0.1495,0.13,0.0,-12498000.0,-0.66,-0.3639
SUBA3,84.0,61.95,8.39,8.067,0.0,6.778,8.03,115.78,8.09,106.17,106.17,0.0697,0.13019999999999998,0.1911,0.1354,5.55,0.0,530396000.0,0.0,0.0
SULA11,22.25,52.23,1.13,0.432,0.0027,0.314,0.85,-13.07,-4.6,6.62,8.51,-0.033,0.0083,-0.0562,0.0217,2.29,0.0,8363840000.0,0.37,0.0166
SULA3,7.43,52.32,1.13,0.433,0.0027,0.314,0.85,-13.09,-4.61,6.59,8.48,-0.033,0.0083,-0.0562,0.0217,2.29,0.0,8363840000.0,0.37,0.0166
SULA4,7.63,53.73,1.17,0.444,0.0026,0.323,0.88,-13.45,-4.73,6.24,8.02,-0.033,0.0083,-0.0562,0.0217,2.29,0.0,8363840000.0,0.37,0.0166
SULT3,0.56,0.11,0.02,0.036,0.0,0.004,-0.02,0.62,-0.01,0.67,0.66,0.0579,0.34740000000000004,0.0058,0.1481,0.25,0.0,449686000.0,0.0,0.1583
